customer_id,click_rate,open_rate,engagement_time,platform
1,0.5057868011975771,0.8357385066396191,18:00,social_media
2,0.8834389088745516,0.8525931265876304,18:00,email
3,0.777654293507959,0.543435036618742,12:00,social_media
4,0.45189056735795596,0.5589260479759198,18:00,email
5,0.5324864702837847,0.1388203180931055,09:00,social_media
6,0.6156201021429472,0.2491726393215973,09:00,social_media
7,0.21410301298655326,0.2746708822494439,18:00,social_media
8,0.4525671178092686,0.9342483671082361,18:00,email
9,0.3948689179394268,0.1923113005087774,18:00,social_media
10,0.6487781015511426,0.4497499950900242,15:00,social_media
11,0.9864699698072087,0.8358287520995776,15:00,social_media
12,0.6179752184141477,0.4529730195194831,18:00,social_media
13,0.948113704720162,0.6886511209645473,15:00,social_media
14,0.3771695006133692,0.3848873177451645,18:00,email
15,0.46968060335715534,0.6826649763855955,15:00,email
16,0.3437298961312766,0.40372034812899005,12:00,email
17,0.5436777322684235,0.7840136822651764,12:00,email
18,0.7814824847216902,0.2990282316888905,15:00,email
19,0.11840237136842487,0.9584010051137638,12:00,email
20,0.866800107138702,0.8718375241624038,15:00,email
21,0.2797172736892156,0.8172356824648409,09:00,email
22,0.7167826511026304,0.9902083797707775,12:00,email
23,0.6845796366485669,0.6051233444435365,18:00,email
24,0.1342296206085453,0.2826235130224626,15:00,social_media
25,0.14517027503573515,0.33204096420023943,09:00,email
26,0.4500358160912513,0.3726330393957502,15:00,email
27,0.15655799707913867,0.7624068722475908,18:00,social_media
28,0.8322518174931346,0.34860425725840327,12:00,email
29,0.6991903682575842,0.48813953285694367,15:00,social_media
30,0.991158869702692,0.7421315765443206,18:00,email
31,0.7513833974308464,0.630014272343069,15:00,social_media
32,0.27247310116447465,0.29657679684985666,15:00,email
33,0.2228335911199117,0.7443380969531388,12:00,social_media
34,0.7713014188940399,0.8491441973471011,09:00,email
35,0.6642746086349649,0.9507486124759956,12:00,social_media
36,0.9923503995769628,0.7096486610685473,12:00,email
37,0.3800382843997355,0.1511383906254478,12:00,social_media
38,0.5136698762377349,0.5944612008163984,15:00,social_media
39,0.12220717587363017,0.35209871133652093,12:00,email
40,0.5558067912283435,0.11176822914530699,09:00,social_media
41,0.7520348879471034,0.28943995957157853,12:00,email
42,0.5662119411951373,0.9475886345766786,12:00,social_media
43,0.7572198237387359,0.9368454380982126,09:00,social_media
44,0.8222533438848809,0.3710982974422693,18:00,social_media
45,0.8101499133798775,0.10344719243051682,09:00,social_media
46,0.6362191610510258,0.6955134276405868,18:00,email
47,0.22389652832375936,0.9720413237671348,18:00,email
48,0.70484219530302,0.2685708347578277,12:00,social_media
49,0.5534831717251106,0.7669652732203396,09:00,social_media
50,0.798873228900952,0.37303519555035014,12:00,email
51,0.23818355534418673,0.9901223700441378,12:00,social_media
52,0.6629396839771172,0.561628734070928,18:00,social_media
53,0.9578771311563968,0.2418877745283985,09:00,email
54,0.5250537085016079,0.1309546885076854,15:00,email
55,0.36344929918293545,0.12204083380650085,15:00,social_media
56,0.297534582574596,0.5912940075948186,18:00,email
57,0.1911758998466302,0.13308230758192013,12:00,social_media
58,0.20295044871790832,0.13461503235712124,12:00,social_media
59,0.8031096276891314,0.7496965365171835,15:00,social_media
60,0.10376537752309567,0.2364724288291173,12:00,email
61,0.256708720600247,0.3199226228157298,12:00,email
62,0.9442357920936167,0.46495723875666617,15:00,email
63,0.8626789258851051,0.3513010936339188,18:00,social_media
64,0.44171913624390224,0.3529942853374335,18:00,social_media
65,0.4160144238865854,0.8817111371514889,15:00,email
66,0.4067180966745122,0.5988310494861825,09:00,social_media
67,0.7980056249343315,0.8423060553664578,12:00,social_media
68,0.21724519486666272,0.23534376533346008,12:00,social_media
69,0.7501761374137269,0.3501653501721529,15:00,email
70,0.226949161655061,0.10806896757660833,12:00,email
71,0.6314703624579839,0.6500455580430328,18:00,email
72,0.569682669892066,0.30422712759167225,09:00,social_media
73,0.4071106028002326,0.5152482377410366,12:00,social_media
74,0.7974741033773075,0.3083776360312308,18:00,social_media
75,0.16548487137266157,0.6841839426121182,12:00,social_media
76,0.9712282803648244,0.23037789729782887,15:00,email
77,0.3035936372090297,0.5770693324103392,15:00,email
78,0.3072032295530601,0.4570622676616316,18:00,social_media
79,0.3943184946018228,0.6983133513852245,18:00,social_media
80,0.9596222355370754,0.9776136326080204,18:00,email
81,0.9972518435895105,0.28606537508441937,15:00,social_media
82,0.776432169451076,0.1732404775837793,12:00,email
83,0.2756889137054871,0.703391641818883,15:00,email
84,0.6561705945549454,0.8767523522348161,15:00,email
85,0.879917816847888,0.5604369932599026,09:00,email
86,0.5266636118098773,0.9478092979020988,18:00,social_media
87,0.6108553361779722,0.21174533440733498,18:00,email
88,0.693209743852268,0.4294550410944715,18:00,email
89,0.7039817888306101,0.3002198743920574,18:00,email
90,0.7310858861305163,0.8479495819316087,18:00,email
91,0.6646288904701667,0.12062030021433769,15:00,email
92,0.678724588327573,0.2854264326239635,15:00,social_media
93,0.9144922305430552,0.1671850367580476,18:00,email
94,0.4405391386367027,0.21477989247415233,18:00,email
95,0.7344958959296507,0.21480614265908637,15:00,email
96,0.7859375943523571,0.25170237114238947,15:00,email
97,0.22645393389791468,0.2874470731917199,18:00,email
98,0.2720605231621476,0.30965167552870376,12:00,email
99,0.9000520433228011,0.9291089452438573,18:00,email
100,0.8490462231218954,0.7053567703831656,12:00,email
